"사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","총종업원수","축산물가공업구분명","축산업무구분명"
"방배한강동물병원","서울특별시 서초구 방배동 811-11번지","서울특별시 서초구 방배로 204 (방배동)","20180720","운영중","","","","","0","","","","동물판매업"
"잇츠그루밍타임","서울특별시 서초구 방배동 882-14번지","서울특별시 서초구 서초대로 141 (방배동)","20180720","운영중","","","","","0","","","","동물판매업"
"치료멍멍동물병원","서울특별시 강남구 신사동 630-23번지 삼공빌딩 23층","서울특별시 강남구 도산대로 309 삼공빌딩 23층 (신사동)","20180727","운영중","","","","","0","","","","동물판매업"
"스마트동물병원 군자점","서울특별시 광진구 중곡동 162-8번지","서울특별시 광진구 능동로43길 3-5 (중곡동)","20180801","운영중","","","","","0","","","","동물판매업"
"coffee pet#","서울특별시 광진구 중곡동 162-1번지 성학빌딩","서울특별시 광진구 능동로 351 성학빌딩 1층 (중곡동)","20180801","운영중","","","","","0","","","","동물판매업"
"애견카페 개그멍","서울특별시 노원구 상계동 603-14번지 대유빌딩","서울특별시 노원구 상계로1길 8 대유빌딩 401호 (상계동)","20180702","운영중","","","","","0","","","","동물판매업"
"엔젤퍼피","서울특별시 중랑구 중화동 296-78번지 생명강지역아동센터","서울특별시 중랑구 동일로123길 21 생명강지역아동센터 1층 (중화동)","20180618","운영중","","","","","0","","","","동물판매업"
"펫365동물병원","서울특별시 성동구 금호동4가 131번지 김진산부인과","서울특별시 성동구 독서당로 328 김진산부인과 1층 (금호동4가)","20180719","운영중","","","","","0","","","","동물판매업"
"스마일플러스동물병원","서울특별시 노원구 공릉동 494-17번지 씨엔티빌딩","서울특별시 노원구 동일로 1051 씨엔티빌딩 1층 (공릉동)","20180719","운영중","","","","","0","","","","동물판매업"
"시마동물병원","서울특별시 노원구 상계동 749-5번지 상계주공4단지아파트","서울특별시 노원구 동일로 1362 402동 201호 (상계동 상계주공4단지아파트)","20180719","운영중","","","","","0","","","","동물판매업"
"우리들동물종합병원","서울특별시 노원구 중계동 512번지 중계무지개아파트2단지상가유치원","서울특별시 노원구 동일로 1280 중계무지개아파트2단지상가 116117호 (중계동)","20180719","운영중","","","","","0","","","","동물판매업"
"한강수족관","서울특별시 강서구 가양동 1496번지 일신건영휴먼빌아파트","서울특별시 강서구 강서로 490 101동 305호 (가양동 일신건영휴먼빌아파트)","20180801","폐업 등","20180803","","","","0","","","","동물판매업"
"토미펫샵","서울특별시 성북구 삼선동2가 131번지","서울특별시 성북구 삼선교로16길 20 (삼선동2가)","20180801","운영중","","","","","0","","","","동물판매업"
"오드리애견미용실","서울특별시 강남구 논현동 188-16번지 1층","서울특별시 강남구 강남대로118길 71 1층층 (논현동)","20180705","운영중","","","","","0","","","","동물판매업"
"송파스마일동물병원","서울특별시 송파구 문정동 57-3번지 2층","서울특별시 송파구 새말로5길 17 2층 (문정동)","20180713","운영중","","","","","0","","","","동물판매업"
"오드리 애견미용실","서울특별시 송파구 잠실동 202-4번지 1층","서울특별시 송파구 석촌호수로12길 40 1층 (잠실동)","20180713","운영중","","","","","0","","","","동물판매업"
"솔샘펫","서울특별시 강북구 미아동 1341-4번지","서울특별시 강북구 솔샘로 226 2층 (미아동)","20180731","운영중","","","","","0","","","","동물판매업"
"해피펫","서울특별시 강서구 화곡동 872-20번지","서울특별시 강서구 곰달래로 169 1층 (화곡동)","20180720","운영중","","","","","0","","","","동물판매업"
"GD동물병원","서울특별시 강동구 상일동 341-2번지 GD동물병원","서울특별시 강동구 상일로 13 상일동 (상일동)","20180514","운영중","","","","","0","","","","동물판매업"
"바둑이와산책","서울특별시 송파구 방이동 103-14번지 1층","서울특별시 송파구 올림픽로32길 51 1층 (방이동)","20180514","운영중","","","","","0","","","","동물판매업"
"브로쓰퍼피","서울특별시 관악구 봉천동 1574-4번지 1층","서울특별시 관악구 쑥고개로 110 1층 (봉천동)","20180706","운영중","","","","","0","","","","동물판매업"
"주식회사 퍼피고","서울특별시 강남구 논현동 88-6번지 상문빌딩 5층","서울특별시 강남구 학동로33길 5 상문빌딩 5층 (논현동)","20180706","운영중","","","","","0","","","","동물판매업"
"노버래그 캐터리","서울특별시 은평구 응암동 85-16번지","서울특별시 은평구 은평로13길 7-5 (응암동)","20180730","운영중","","","","","","","","","동물판매업"
"펫뷰티스토리","서울특별시 광진구 자양동 584-15번지","서울특별시 광진구 자양번영로1길 6 1층 (자양동)","20180809","운영중","","","","","0","","","","동물판매업"
"서촌도그살롱","서울특별시 종로구 필운동 290번지","서울특별시 종로구 사직로8길 5-2 1층 101호 (필운동)","20180820","운영중","","","","","0","","","","동물판매업"
"더케이 동물병원","서울특별시 동대문구 답십리동 1003-2번지 세기프라자","서울특별시 동대문구 답십리로 140 세기프라자 2층 211호 (답십리동)","20180730","운영중","","","","","0","","","","동물판매업"
"바론 동물의료센터","서울특별시 동대문구 이문동 292-10번지 이문동 웰츠타워","서울특별시 동대문구 이문로 136 2층 207208호 (이문동 이문동 웰츠타워)","20180730","운영중","","","","","0","","","","동물판매업"
"디아크 동물병원","서울특별시 동대문구 청량리동 400번지","서울특별시 동대문구 홍릉로 64-1 1층 (청량리동)","20180730","운영중","","","","","0","","","","동물판매업"
"뉴월드 동물병원","서울특별시 동대문구 답십리동 465-55번지","서울특별시 동대문구 천호대로 221 1층 (답십리동)","20180730","운영중","","","","","0","","","","동물판매업"
"한샘동물병원","서울특별시 구로구 개봉동 170-33번지","서울특별시 구로구 경인로 350 (개봉동)","20180730","운영중","","","","","0","","","","동물판매업"
"햇살아래 동물병원 부속 호텔","서울특별시 서초구 우면동 725번지 네이처프라자","서울특별시 서초구 태봉로 62 네이처프라자 203호 (우면동)","20180511","운영중","","","","","0","","","","동물판매업"
"햇살아래 동물병원 부속 미용실","서울특별시 서초구 우면동 725번지 네이처프라자 203호","서울특별시 서초구 태봉로 62 네이처프라자 203호 (우면동)","20180511","운영중","","","","","0","","","","동물판매업"
"미드미 동물의료센터","서울특별시 강동구 명일동 345-20번지 연우빌딩","서울특별시 강동구 양재대로 1588 연우빌딩 1층 (명일동)","20180529","운영중","","","","","0","","","","동물판매업"
"맡김","서울특별시 송파구 잠실동 223-18번지 지하1층","서울특별시 송파구 백제고분로11길 6-7 지하1층 (잠실동)","20180529","운영중","","","","","0","","","","동물판매업"
"뽀숑뽀숑","서울특별시 송파구 문정동 116-6번지 공원빌딩 1층","서울특별시 송파구 송이로31길 4 공원빌딩 1층 (문정동)","20180529","운영중","","","","","0","","","","동물판매업"
"우리애견미용실","서울특별시 강서구 화곡동 342-57번지","서울특별시 강서구 강서로 36 1층 (화곡동)","20180831","운영중","","","","","0","","","","동물판매업"
"미래동물병원","서울특별시 강서구 화곡동 343-51번지","서울특별시 강서구 강서로 45 (화곡동)","20180831","운영중","","","","","0","","","","동물판매업"
"스마일동물병원","서울특별시 강서구 내발산동 750-5번지 발산시티타워","서울특별시 강서구 수명로 74 발산시티타워 1층 102호 (내발산동)","20180831","운영중","","","","","0","","","","동물판매업"
"미소동물의료센터","서울특별시 강서구 화곡동 1024-7번지 삼광빌딩","서울특별시 강서구 강서로 215 삼광빌딩 1층 (화곡동)","20180831","운영중","","","","","0","","","","동물판매업"
"북악동물병원","서울특별시 종로구 홍지동 127-7번지","서울특별시 종로구 자하문로 293 (홍지동)","20180830","운영중","","","","","0","","","","동물판매업"
"이쁜아이","서울특별시 종로구 창신동 643-2번지","서울특별시 종로구 창신길 79 (창신동)","20180831","운영중","","","","","0","","","","동물판매업"
"멍찌네하우스","서울특별시 송파구 가락동 141-14번지 1층","서울특별시 송파구 중대로16길 19-10 1층 (가락동)","20180628","운영중","","","","","0","","","","동물판매업"
"보리네 펫하우스","서울특별시 송파구 송파동 122-3번지 4층","서울특별시 송파구 가락로 173-1 4층 (송파동)","20180628","운영중","","","","","0","","","","동물판매업"
"하트동물메디컬센터","서울특별시 송파구 삼전동 132-12번지 신일빌딩 1층","서울특별시 송파구 삼학사로 75 신일빌딩 1층 (삼전동)","20180628","운영중","","","","","0","","","","동물판매업"
"강이랑아지랑","서울특별시 송파구 방이동 224-9번지 1층","서울특별시 송파구 오금로31길 14 1층 (방이동)","20180629","운영중","","","","","0","","","","동물판매업"
"릴리퀸 코리아","서울특별시 금천구 가산동 60-3번지 대륭포스트타워 5차","서울특별시 금천구 디지털로9길 68 대륭포스트타워 5차 제지1층 제비120호 (가산동)","20180620","운영중","","","","","0","","","","동물판매업"
"위드동물병원","서울특별시 서대문구 북가좌동 300-2번지","서울특별시 서대문구 응암로 76 1층 102호 (북가좌동)","20180605","운영중","","","","","0","","","","동물판매업"
"바른그루밍","서울특별시 성동구 금호동4가 800번지 금호동 대우아파트","서울특별시 성동구 독서당로 272 2층 (금호동4가 금호동 대우아파트)","20180823","운영중","","","","","0","","","","동물판매업"
"개꿈","서울특별시 동대문구 답십리동 999번지","서울특별시 동대문구 천호대로 241 (답십리동)","20150603","폐업 등","20160212","","","","0","","","","동물판매업"
"펫드라이브","서울특별시 송파구 장지동 901번지 위례24단지 2406동 905호","서울특별시 송파구 위례광장로 121 2406동 905호 (장지동 위례24단지)","20180531","운영중","","","","","0","","","","동물판매업"
"쿨한 강아지","서울특별시 중랑구 망우동 464-28번지","서울특별시 중랑구 망우로66길 72 1층 (망우동)","20180531","운영중","","","","","0","","","","동물판매업"
"보광동물병원","서울특별시 용산구 보광동 80-11번지 1층","서울특별시 용산구 보광로 22-1 지상1층 (보광동)","20180711","운영중","","","","","0","","","","동물판매업"
"파트라슈","서울특별시 노원구 중계동 363-2번지 제일약국","서울특별시 노원구 한글비석로8길 46 상가동 1층 (중계동)","20180730","운영중","","","","","0","","","","동물판매업"
"스마트동물병원","서울특별시 노원구 상계동 397-5번지 금녕빌딩","서울특별시 노원구 노원로 470 금녕빌딩 1층 (상계동)","20180730","운영중","","","","","0","","","","동물판매업"
"트루도그하우스","서울특별시 마포구 연남동 224-26번지","서울특별시 마포구 동교로 276 6층 (연남동)","20180823","운영중","","","","","0","","","","동물판매업"
"순진한 강아지","서울특별시 중랑구 망우동 582번지 주함해븐아파트","서울특별시 중랑구 용마산로 463 1층 (망우동 주함해븐아파트)","20180802","운영중","","","","","0","","","","동물판매업"
"오즈동물병원","서울특별시 강서구 내발산동 722-15번지","서울특별시 강서구 강서로45길 28 (내발산동)","20180621","운영중","","","","","0","","","","동물판매업"
"마마독","서울특별시 송파구 오금동 164번지 가락우창아파트 상가 1층 4호","서울특별시 송파구 동남로 272 가락우창아파트 상가동 1층 4호 (오금동)","20180621","운영중","","","","","0","","","","동물판매업"
"그루머웅","서울특별시 도봉구 도봉동 89-173번지","서울특별시 도봉구 도봉로170길 28 12층 (도봉동)","20180611","운영중","","","","","0","","","","동물판매업"
"중계이오동물병원","서울특별시 노원구 중계동 360-9번지 두타빌 A111호","서울특별시 노원구 한글비석로 245 두타빌 A111호 (중계동)","20180525","운영중","","","","","0","","","","동물판매업"
"고고펫","서울특별시 강동구 성내동 516번지","서울특별시 강동구 풍성로45길 8 (성내동)","20180525","운영중","","","","","0","","","","동물판매업"
"도그#","서울특별시 은평구 응암동 335-14번지","서울특별시 은평구 응암로14길 11 (응암동)","20180828","운영중","","","","","0","","","","동물판매업"
"방주종합동물병원","서울특별시 광진구 중곡동 161-27번지 경남빌딩","서울특별시 광진구 능동로 334 경남빌딩 (중곡동)","20180626","운영중","","","","","0","","","","동물판매업"
"야옹아 멍멍해봐","서울특별시 성북구 삼선동5가 299번지","서울특별시 성북구 삼선교로24길 3 (삼선동5가)","20180828","운영중","","","","","0","","","","동물판매업"
"테이블에이","서울특별시 마포구 창전동 6번지 그레이스빌딩","서울특별시 마포구 와우산로 146 그레이스빌딩 (창전동)","20180626","운영중","","","","","0","","","","동물판매업"
"스타애견","서울특별시 양천구 목동 777-27번지","서울특별시 양천구 목동중앙서로 23 (목동)","20180706","운영중","","","","","0","","","","동물판매업"
"동물병원 닥터K 애견미용","서울특별시 마포구 상암동 115-11번지 상암메디컬빌딩","서울특별시 마포구 월드컵북로 347 상암메디컬빌딩 1층 (상암동)","20180625","운영중","","","","","0","","","","동물판매업"
"도그핏(DOGFIT)","서울특별시 마포구 서교동 487번지 서교동 대우미래사랑","서울특별시 마포구 월드컵북로5나길 18 1층 (서교동 서교동 대우미래사랑)","20180625","운영중","","","","","0","","","","동물판매업"
"행복하개","서울특별시 성북구 장위동 233-249번지","서울특별시 성북구 장위로 88 1층 (장위동)","20180820","운영중","","","","","0","","","","동물판매업"
"로얄애견","서울특별시 관악구 신림동 1429-16번지 1층","서울특별시 관악구 신림로 387 1층 (신림동)","20180619","운영중","","","","","0","","","","동물판매업"
"MOMO","서울특별시 노원구 월계동 911번지","서울특별시 노원구 덕릉로60길 182 2층 (월계동)","20180517","운영중","","","","","0","","","","동물판매업"
"클린펫","서울특별시 관악구 신림동 1636-45번지 1층","서울특별시 관악구 문성로31길 38 1층 (신림동)","20180712","운영중","","","","","0","","","","동물판매업"
"이마트월계점 몰리스펫샵","서울특별시 노원구 월계동 333-1번지 월계이마트","서울특별시 노원구 마들로3길 15 월계이마트 2층 (월계동)","20180517","운영중","","","","","0","","","","동물판매업"
"애견용품 할인매장","서울특별시 금천구 독산동 1040-80번지","서울특별시 금천구 독산로64길 35 1층 (독산동)","20180622","운영중","","","","","0","","","","동물판매업"
"개똥이네 애견샵","서울특별시 강동구 천호동 301-44번지","서울특별시 강동구 천중로 81-1 102호 (천호동)","20180625","운영중","","","","","0","","","","동물판매업"
"가로수동물병원","서울특별시 강남구 신사동 549-1번지 타워빌딩 108호","서울특별시 강남구 압구정로 134 타워빌딩 108호 (신사동)","20180903","운영중","","","","","0","","","","동물판매업"
"그루밍박스","서울특별시 강남구 삼성동 49-7번지 1층","서울특별시 강남구 봉은사로73길 5 1층 (삼성동)","20180608","운영중","","","","","0","","","","동물판매업"
"고양이무마취미용 고무미","서울특별시 금천구 독산동 906-18번지 남강카서비스","서울특별시 금천구 문성로 61 남강카서비스 1층 (독산동)","20180605","운영중","","","","","0","","","","동물판매업"
"TO개THE고양이","서울특별시 강동구 성내동 147-3번지","서울특별시 강동구 천호대로162가길 11 1층 (성내동)","20180730","운영중","","","","","0","","","","동물판매업"
"광나루","서울특별시 강동구 암사동 500번지","서울특별시 강동구 올림픽로 800 (암사동)","20180730","운영중","","","","","0","","","","동물판매업"
"아프리카 동물병원","서울특별시 강동구 강일동 679-2번지 MIDC빌딩","서울특별시 강동구 아리수로 421 MIDC빌딩 (강일동)","20180730","운영중","","","","","0","","","","동물판매업"
"캣틀리에(서초점)","서울특별시 강남구 삼성동 78-3번지 원일빌딩 612호","서울특별시 강남구 영동대로 644 원일빌딩 612호 (삼성동)","20180709","운영중","","","","","0","","","","동물판매업"
"팻타임","서울특별시 송파구 석촌동 287-11번지 102호","서울특별시 송파구 송파대로43길 6 102호 (석촌동)","20150601","폐업 등","20151214","","","","0","","","","동물판매업"
"강아지를사랑하는이들","서울특별시 동대문구 휘경동 269-26  번지","","20080716","운영중","","","","","","","","","동물판매업"
"퍼피스","","서울특별시 동대문구 답십리로 42 (전농동)","20080820","운영중","","","","","0","","","","동물판매업"
"이문애견","서울특별시 동대문구 이문동 257-330 번지","","20080910","운영중","","","","","","","","","동물판매업"
"주주퍼피","서울특별시 동대문구 장안동 113-3번지","서울특별시 동대문구 한천로 183-1 (장안동)","20090312","폐업 등","20111208","","","","","","","","동물판매업"
"퍼피스쿨","서울특별시 동대문구 장안동 373-8번지","서울특별시 동대문구 장한로21길 9 (장안동)","20091014","폐업 등","20110524","","","","","","","","동물판매업"
"뉴욕펫","서울특별시 동대문구 장안동 218-2   번지","","20091026","운영중","","","","","","","","","동물판매업"
"펫아트만","서울특별시 동대문구 전농동 2-42  번지","서울특별시 동대문구 한천로 215 (답십리동)","20110704","운영중","","","","","","","","","동물판매업"
"엘동물병원","서울특별시 동대문구 용두동 38-1번지","서울특별시 동대문구 고산자로 393-1 (용두동)","20111125","폐업 등","20151106","","","","0","","","","동물판매업"
"러브펫 동물병원 청량리점","서울특별시 동대문구 전농동 591-53번지 롯데마트5층","서울특별시 동대문구 왕산로 214 (전농동)","20130117","폐업 등","20170112","","","","0","","","","동물판매업"
"미니&amp;바니 애견샵","서울특별시 동대문구 장안동 374-1번지","서울특별시 동대문구 장한로 85 (장안동)","20130226","운영중","","","","","0","","","","동물판매업"
"월드컵애견","서울특별시 동대문구 제기동 695번지","서울특별시 동대문구 고산자로 512-1 (제기동)","20140228","운영중","","","","","0","","","","동물판매업"
"사랑해줄개","서울특별시 동대문구 이문동 85-26번지","서울특별시 동대문구 외대역동로 77 (이문동)","20140307","운영중","","","","","0","","","","동물판매업"
"지오펫","서울특별시 동대문구 장안동 192-3번지","서울특별시 동대문구 한천로10길 55 (장안동)","20140321","폐업 등","20151126","","","","0","","","","동물판매업"
"사랑해줄개(외대점)","","서울특별시 동대문구 한천로 425 (이문동)","20160816","운영중","","","","","0","","","","동물판매업"
"삼마애견용품할인점","","서울특별시 동대문구 이문로9길 8 (이문동)","20141016","운영중","","","","","0","","","","동물판매업"
"컴투펫","","서울특별시 동대문구 한천로14길 69 (장안동)","20150310","운영중","","","","","0","","","","동물판매업"
"도그바이러스","서울특별시 서대문구 연희동","서울특별시 서대문구 성산로 329 (연희동)","20101115","운영중","","","","","0","","","","동물판매업"
"도기하우스","서울특별시 서대문구 홍제동 266-258번지","서울특별시 서대문구 세검정로 39 (홍제동)","20080707","운영중","","","","","0","","","","동물판매업"
"예일애견","서울특별시 서대문구 홍은동 409-10번지","서울특별시 서대문구 거북골로 13 (홍은동)","20080318","운영중","","","","","0","","","","동물판매업"
"우리동물병원","서울특별시 서대문구 영천동 299번지","서울특별시 서대문구 통일로 197 (영천동)","20080326","운영중","","","","","0","","","","동물판매업"
"퍼피하우스","서울특별시 서대문구 북아현동 1006번지","서울특별시 서대문구 북아현로 40 101동 1층 107호 (북아현동)","20080326","운영중","","","","","0","","","","동물판매업"
"로또애견","서울특별시 서대문구 대현동 56-33번지","서울특별시 서대문구 이화여대3길 12 (대현동)","20080508","폐업 등","20080616","","","","0","","","","동물판매업"
"도그앤캣","서울특별시 서대문구 남가좌동 345-3번지","서울특별시 서대문구 증가로 129 (남가좌동)","20080707","폐업 등","20100210","","","","0","","","","동물판매업"
"퍼피하우스","서울특별시 서대문구 연희동 421-33번지","서울특별시 서대문구 성산로13길 6 (연희동)","20080707","운영중","","","","","","","","","동물판매업"
"동경애견샾","서울특별시 서대문구 대현동 104-47번지","서울특별시 서대문구 신촌로 143 (대현동)","20080709","폐업 등","20100205","","","","0","","","","동물판매업"
"명지애견","서울특별시 서대문구 홍은동 409-33번지","서울특별시 서대문구 거북골로 15-2 (홍은동)","20080805","운영중","","","","","","","","","동물판매업"
"러브펫","서울특별시 서대문구 영천동 94-1번지","서울특별시 서대문구 독립문로 13-1 (영천동)","20080805","운영중","","","","","","","","","동물판매업"
"보보스퍼피","서울특별시 서대문구 남가좌동 338-37번지","서울특별시 서대문구 증가로 115 (남가좌동)","20120821","운영중","","","","","0","","","","동물판매업"
"에셀독","서울특별시 서대문구 연희동 78-1번지","서울특별시 서대문구 연희로 185 (연희동)","20100906","폐업 등","20141103","","","","","","","","동물판매업"
"BS애견마트","서울특별시 서대문구 연희동 413-8번지 101호","서울특별시 서대문구 성산로 313 (연희동)","20120711","폐업 등","20140110","","","","0","","","","동물판매업"
"두리틀펫샵","서울특별시 서대문구 북가좌동 306-22번지","서울특별시 서대문구 응암로 68 1층 (북가좌동)","20150120","운영중","","","","","0","","","","동물판매업"
"위즈펫동물병원 잠실점","서울특별시 송파구 신천동 7-12번지","서울특별시 송파구 올림픽로35가길 16 B1층 (신천동 송파 FUN STADIUM)","20150910","폐업 등","20160122","","","","0","","","","동물판매업"
"명품애견","","서울특별시 서대문구 통일로 499 (홍은동)","20160317","운영중","","","","","0","","","","동물판매업"
"해피애견타운","서울특별시 영등포구 당산동1가 270번지 1층","서울특별시 영등포구 양산로 134-1 1층 (당산동1가)","20160317","운영중","","","","","0","","","","동물판매업"
"퍼피앤허니","서울특별시 강서구 화곡동 94-4번지","서울특별시 강서구 화곡로 241 (화곡동)","20160317","운영중","","","","","0","","","","동물판매업"
"홈펫","서울특별시 송파구 송파동 103-2번지 2층 202호","서울특별시 송파구 가락로 168 2층 202호 (송파동)","20160316","운영중","","","","","0","","","","동물판매업"
"핑크퍼피","서울특별시 도봉구 도봉동","서울특별시 도봉구 시루봉로 286 2층 (도봉동)","20160727","운영중","","","","","0","","","","동물판매업"
"멈미스","서울특별시 강남구 청담동 133-6번지 1층","서울특별시 강남구 학동로101길 7 1층 (청담동)","20161018","운영중","","","","","0","","","","동물판매업"
"한스강아지방","","서울특별시 동대문구 망우로12가길 33 (휘경동)","20161017","운영중","","","","","0","","","","동물판매업"
"영점일프로펫샵논현점","서울특별시 강남구 논현동 182-17번지 2층","서울특별시 강남구 강남대로118길 35 2층 (논현동)","20161027","운영중","","","","","0","","","","동물판매업"
"퍼피월드","서울특별시 송파구 오금동 17-1번지","서울특별시 송파구 양재대로 1148 (오금동)","20080806","폐업 등","20180403","","","","0","","","","동물판매업"
"바둑이와 산책","서울특별시 송파구 방이동 103-14번지","서울특별시 송파구 올림픽로32길 51 (방이동)","20080827","운영중","","","","","0","","","","동물판매업"
"러블리펫","서울특별시 송파구 방이동 168-6번지","서울특별시 송파구 가락로 279 (방이동)","20080827","폐업 등","20140627","","","","0","","","","동물판매업"
"가람동물병원","서울특별시 송파구 거여동 562-2번지","서울특별시 송파구 오금로 494 (거여동)","20081021","폐업 등","20131204","","","","0","","","","동물판매업"
"신천 펫샵","서울특별시 송파구 잠실동 209-9번지","서울특별시 송파구 석촌호수로 94 (잠실동)","20081021","운영중","","","","","0","","","","동물판매업"
"잠실준25시동물병원","서울특별시 송파구 삼전동 22-1번지","서울특별시 송파구 석촌호수로 138 (삼전동)","20081021","운영중","","","","","0","","","","동물판매업"
"오륜동물병원","서울특별시 송파구 방이동 212-19번지","서울특별시 송파구 오금로31길 41 (방이동)","20081022","폐업 등","20140129","","","","0","","","","동물판매업"
"송파동물병원","서울특별시 송파구 송파동 97-14번지","서울특별시 송파구 송파대로 378 (송파동)","20081022","운영중","","","","","0","","","","동물판매업"
"말티와푸들이사는집","서울특별시 송파구 삼전동 22-1번지","","20081022","폐업 등","20110915","","","","","","","","동물판매업"
"위드펫","서울특별시 송파구 잠실동 234-17번지","서울특별시 송파구 백제고분로 161 (잠실동)","20081022","폐업 등","20180620","","","","0","","","","동물판매업"
"로잔동물병원","서울특별시 송파구 석촌동 1-1번지","서울특별시 송파구 석촌호수로 188 (석촌동)","20081022","폐업 등","20140303","","","","0","","","","동물판매업"
"오주동물병원","서울특별시 송파구 거여동 133-77번지","서울특별시 송파구 마천로 264 (거여동)","20081022","운영중","","","","","0","","","","동물판매업"
"송파원동물병원","서울특별시 송파구 송파동","서울특별시 송파구 백제고분로 432 (송파동)","20081022","폐업 등","20140611","","","","0","","","","동물판매업"
"첼린저동물병원","서울특별시 송파구 거여동 183-11번지","서울특별시 송파구 마천로 274 (거여동)","20081022","폐업 등","20131204","","","","0","","","","동물판매업"
"탁터제이동물병원","서울특별시 송파구 석촌동 184-8번지","서울특별시 송파구 송파대로 451 (석촌동)","20081022","폐업 등","20170403","","","","0","","","","동물판매업"
"도그리그","서울특별시 송파구 오금동 74-5번지","서울특별시 송파구 마천로 143 (오금동)","20081022","폐업 등","20170707","","","","0","","","","동물판매업"
"25시종합동물병원","서울특별시 송파구 삼전동 5-3번지 1층","서울특별시 송파구 삼전로 80 1층 (삼전동)","20081124","폐업 등","20180620","","","","0","","","","동물판매업"
"오금동물병원","서울특별시 송파구 가락동 8번지","서울특별시 송파구 오금로 306 (가락동)","20081208","폐업 등","20110714","","","","0","","","","동물판매업"
"캣마켓","서울특별시 송파구 삼전동 106-202번지","","20090818","폐업 등","20120522","","","","0","","","","동물판매업"
"브라더펫","서울특별시 송파구 잠실동 244-12번지","서울특별시 송파구 백제고분로19길 28 (잠실동)","20100630","폐업 등","20140224","","","","0","","","","동물판매업"
"브라더펫","서울특별시 송파구 삼전동 112-12번지","서울특별시 송파구 백제고분로31길 33 (삼전동)","20101101","폐업 등","20140313","","","","0","","","","동물판매업"
"도그앤캣","서울특별시 송파구 오금동 25-5번지","서울특별시 송파구 마천로 99 (오금동)","20100312","폐업 등","20170810","","","","0","","","","동물판매업"
"퍼피도그","서울특별시 송파구 잠실동 234-12번지","서울특별시 송파구 백제고분로19길 3-9 (잠실동)","20100423","폐업 등","20140217","","","","0","","","","동물판매업"
"뷰티펫샵","서울특별시 송파구 삼전동 30-1번지","서울특별시 송파구 백제고분로22길 10 (삼전동)","20110218","폐업 등","20150619","","","","0","","","","동물판매업"
"강이랑 아지랑","서울특별시 송파구 방이동 1층 102호","서울특별시 송파구 오금로31길 14 1층 102호 (방이동)","20110610","폐업 등","20180625","","","","0","","","","동물판매업"
"(주)이마트 가든5점 몰리스샵","서울특별시 송파구 문정동 628번지 가든파이브툴 지하1층","서울특별시 송파구 충민로 10 지하1층 (문정동 가든파이브툴)","20110701","운영중","","","","","0","","","","동물판매업"
"쿨펫월드점","서울특별시 송파구 잠실동 40-1번지","서울특별시 송파구 올림픽로 240 (잠실동)","20110831","폐업 등","20151126","","","","0","","","","동물판매업"
"아미동물병원","서울특별시 송파구 잠실동 228-10번지","서울특별시 송파구 백제고분로 131 (잠실동 대영빌딩)","20120217","폐업 등","20161018","","","","0","","","","동물판매업"
"캣마을","서울특별시 송파구 석촌동 252-3번지 1층","서울특별시 송파구 가락로 64 1층 (석촌동)","20130614","운영중","","","","","0","","","","동물판매업"
"안녕나비","서울특별시 송파구 송파동 18-4번지","서울특별시 송파구 백제고분로41길 5 (송파동)","20131106","폐업 등","20140819","","","","0","","","","동물판매업"
"러브펫멀티펫샵 송파신천점","서울특별시 송파구 잠실동 236-16번지","서울특별시 송파구 백제고분로19길 11 1층 (잠실동)","20140210","폐업 등","20170627","","","","0","","","","동물판매업"
"러브펫멀티펫샵 송파방이점","서울특별시 송파구 방이동 126-3번지","서울특별시 송파구 가락로 236 1층 (방이동)","20140225","폐업 등","20160718","","","","0","","","","동물판매업"
"클린캣","서울특별시 송파구 풍납동 496-1번지","서울특별시 송파구 올림픽로 583-1 (풍납동)","20140320","폐업 등","20160719","","","","0","","","","동물판매업"
"바우스토리 송파점","서울특별시 송파구 문정동 31-1번지","서울특별시 송파구 동남로4길 27 1층 102호 (문정동)","20140519","폐업 등","20151231","","","","0","","","","동물판매업"
"문정 탑 동물병원","서울특별시 송파구 문정동 4-2번지","서울특별시 송파구 송이로 186 (문정동 성해아파트)","20140709","폐업 등","20161201","","","","0","","","","동물판매업"
"더애니멀","서울특별시 송파구 삼전동 133-6번지","서울특별시 송파구 백제고분로 263 (삼전동)","20140716","폐업 등","20150610","","","","0","","","","동물판매업"
"잠실베스트 동물메디컬센터","서울특별시 송파구 석촌동 2-9번지 1층","서울특별시 송파구 삼학사로 88 1층 (석촌동)","20140721","폐업 등","20180626","","","","0","","","","동물판매업"
"파피비니","서울특별시 송파구 가락동 127-22번지 1층","서울특별시 송파구 송이로27길 5 1층 (가락동)","20140725","폐업 등","20150529","","","","0","","","","동물판매업"
"펫가든동물병원 월드타워점","서울특별시 송파구 신천동","서울특별시 송파구 올림픽로 300 엔터네이먼트동 지하1층 (신천동 롯데마트 내)","20141008","폐업 등","20180625","","","","0","","","","동물판매업"
"롯데마트 월드타워점 펫가든","서울특별시 송파구 신천동 29번지","서울특별시 송파구 올림픽로 300 엔터테이먼트동 지하1층 (신천동 롯데마트 내)","20141015","운영중","","","","","0","","","","동물판매업"
